식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01100501.20140702100000040	20140702	문화일보		<사설>졸고 싸우고 세월호 유족 상처 더 키우는 국회 特委	정치>국회_정당	 정치>행정_자치	 정치>정치일반				"이완영,이"		"국정조사,국회,특별위원회,새누리당,가족대책위원회,희생자"	"사설,상처,세월호,유족,국회,特委,정치,국민,눈물,역할,반대,피눈물,활동,시작,침몰사고,국회,세월,진상규명,국정조사,특별,위원회,4,5월,국회,본회의,국정조사안,의결,활동,여야,6월,기관보고,시작,특위,特委,90일,활동,기간,3분,허비,6월,임시국회,세월,국회,여야,다짐,공염불,활동,제대로,특위,희생자,유족들,방청석,장시간,자리,의원,속출,막말,야야,충돌,추태,국회,활동,아이들,희생,무의미,유족들,위안,상처,행태,30일,1일,기관보고,방청,피해자,가족대책위원회,모니터링,보고서,국회,세월호,사고,조사,수행,능력,의지,의구심,비판,의원,이완영,새누리당,동료,의원,질의,의원,제지,정신,유족들,지지부진,국정조사,분통,의원,경비,호통,장시간,자리,5명,자리,중복,부실,질의,국가개조,의원들,태도,정신,세월호,특위,정치권,세월호,비판,직면"	"세월호,유족들,국정조사,기관보고,特委,무의미,새누리당,이완영,본회의,제대로,가족대책위원회,야야,피해자,눈물,막말,의원들,조사안,국가개조,의구심,국정조사안,위원회,5명,진상규명,공염불"	정치는 국민의 눈물을 닦아주는 역할도 해야 하는데 실제로는 이와 반대로 피눈물을 흘리게 하는 일이 드물지 않다. 뒤늦게 활동을 시작한 국회 ‘세월호 침몰사고의 진상규명을 위한 국정조사 특별위원회’가 바로 그런 경우다. 4 16 세월호 참사가 일어난 지 한 달도 더 지난 5월 29일 국회 본회의에서 국정조사안이 의결됐다. 그 후 활동 시기 문제 등으로 여..		
01100611.20160421035919576	20140630	서울신문		[사설] 정부 세월호 자료 제출 더 성의 보여라	사회>사회일반	 정치>국회_정당					박근혜		"청와대,시스템,국정조사,국가안보실,정부의,총리실,희생자"	"정부,세월호,자료,제출,76일,세월호,참사,참사,진상,규명,국회,국정조사특위,기관보고,시작,여야,일정,대상,8일,보고,일정,본격적,기관보고,진행,기관보고,요체,객관적,실체적,진실,청와대,총리실,기관,보고,대상,의혹,참사,전후,진실,보고,뒷받침,자료,성실,제출,검증,의문,퍼즐,참사,전후,상황,제대로,희생자,참사,재발,책무,명심,청와대,총리실,제출,자료,야당,모습,실망,의원들,세월호,국조특위,소속,야당,청와대,비서실,국가안보실,자료,요청,기한,국회법,자료제출,열흘,자료,세월호,참사,KBS,보도,문제점,확인,자료,요청,야당,총리실,입씨름,청와대,대통령,기록물,자료제출,법률,검토,총리실,사생활,개인정보,보호,난색,청와대,총리실,세월호,참사,진상,은폐,고의,자료,제출,거부,늑장,목숨,참사,민심,진실,정부,국가,존재,스스로,망각,처사,박근혜,대통령,대국민담화,진상,규명,처벌,대변혁,약속,청와대,총리실,성의,자세,야당,협의,접점,태도,법률적,검토,사정,야당,이해,사생활,개인정보,침해,요청,자료,비공개,세월호,참사,철저,진상,규명,참사,교훈,기록,재발,방지,구조적,마련,비정상,정상화,정부,자세,야당,머리,참사,구조적,환부,시점,정부,태도,자료제출,유불리,저울질,모습,민심,역풍,각오"	"세월호,청와대,총리실,자료제출,기관보고,개인정보,사생활,비공개,비정상,저울질,대변혁,제대로,문제점,박근혜,국정조사특위,유불리,정상화,희생자,kbs,대국민담화,비서실,국회법"	세월호 참사 76일째다. 참사의 진상 규명을 위한 국회 국정조사특위가 오늘 기관보고를 시작한다. 여야는 보고 일정과 대상 등을 놓고 티격태격하다 가까스로 8일간의 보고 일정을 잡고 본격적인 기관보고를 진행하게 됐다. 기관보고의 요체는 객관적 실체적 진실을 밝히는 일이다. 무엇보다 청와대와 총리실을 비롯한 보고 대상 기관은 한 치의 숨김이나 의혹 없이 참..	http://www.seoul.co.kr/news/newsView.php?id=20140630031022	
01101001.2014063010014651224	20140630	한겨레		[사설] 세월호 앞 ‘쇼’하며 자료제출은 거부하는 정부	정치>청와대	 정치>정치일반	 사회>사건_사고						"국정조사,국무총리실,국가안보실,청와대,한국방송,희생자"	"세월호,세월호,자료제출,거부,정부,세월호,참사,진상규명,특위,국회,국정조사,30일,기관보고,여야,현장조사,한참,일정,시작,국정조사,참사,진상,규명,책무,걱정,청와대,협조,태도,청와대,비서실,국가안보실,특위,6월,중순,요구,185건,자료,제출,요구,열흘,자료,제출,국회법,규정,의원들,요구,자료,사고,청와대,지시사항,청와대,침몰,사실,조처,제때,제대로,국민,사항,청와대,법률,검토,자료,제출,국무총리실,한국방송,보도,문제점,확인,의원들,자료,요청,사생활,보호,난색,어깃장,국정조사,무력화,진상규명,방해,비판,의심,의심,정황,여럿,야당,조사,야당,정부,애초,에어포켓,존재,가능성,이틀,세월호,침몰,물속,구멍,공기,주입,인체,일산화탄소,발생,공업,오일,바람,생존,죽음,명령,생존자,희생자,가족,국민,사실,야당,주장,침몰,초기,바지선,주변,표류,주검,수습,해경,선체,내부,인양,조작,지시,청와대,행정관,묵인,업무,세월호,관제,해경,나중,영상기록,삭제,근무일지,조작,의혹,검찰,수사,의혹들,국정조사,청와대,정부,진상규명,의지,진심,자료,제출,적극,협조"	"청와대,세월호,국정조사,진상규명,근무일지,의원들,희생자,상황실,일산화탄소,현장조사,영상기록,생존자,문제점,한국방송,기관보고,사생활,에어포켓,제대로,국무총리실,바지선,무력화,국회법,여럿,어깃장,의혹들,국가안보실,가능성,비서실"	"세월호 참사의 진상규명을 위한 국회 국정조사 특위가 30일 첫 기관보고를 받았다. 여야가 따로 현장조사에 나서는 등 한참 티격태격하다 이제야 가까스로 일정을 잡았다. 시작부터 이러니 국정조사가 참사의 진상을 규명하는 책무를 다할 수 있을지 매우 걱정된다.

 가장 우려되는 일은 청와대 등의 비협조적 태도다. 청와대 비서실과 국가안보실은 특위가 6월 초 .."	http://www.hani.co.kr/arti/opinion/editorial/644764.html	
01100611.20160421031809673	20140626	서울신문		"[사설] ‘따로 국조’ 여야, 세월호 희생자 우롱하나"	정치>국회_정당	 정치>행정_자치					"심재철,유병언,김현미,조원진"	"팽목항,진도,대한민국,목포,인천"	"단원고,따로국밥,새정치민주연합,세모,국정조사,특별위원회,새누리당,희생자"	"국조,여야,우롱,세월호,희생자,의원들,국회,세월호,국정조사,특별위원회,소속,여야,따로국밥,별도,위원장,새누리당,소속,심재철,특위,조원진,간사,여당,특위,위원,9명,인천,간사,새정치민주연합,김현미,야당,특위,위원,8명,목포,진도,방문,현장조사,여야,의원들,국조,이날,민간,잠수사들,실종자,수색,학생들,단원고,생존,사고,71일,눈물,등교,유병언,세모,회장,35일,도피,행각,세월호,참사,진행형,여야,전력,기관보고,일정,대립,20여일,현장조사,맹탕,진행,세월호,참사,진상,규명,걱정,세월,참사,여야,이구동성,철저,진상,규명,마련,재발,방지책,다짐,세월호,희생자들,유가족,국민들,우롱,의원들,얼굴,진면목,얼굴,정도,정치,현실,참사,정략적,이용,정파주의,여야,지난달,세월호,국조특위,출범,허송세월,증인,채택,증인,명기,기관보고,일정,줄다리기,월드컵,기간,고집,야당,7,보선,이용,어깃장,여당,머릿속,오로지,노림수,속셈,유불리,타협점,만무,팽목항,실종자,가족들,고통,국민들,망각,현실,학교,복귀,학생들,단원고,생존,세월호,세월호,국조,세월호,참사,진상,제대로,세월호,대한민국,여야,머리,여야,초심,국정조사,가동,합의,국정조사,여야,국민,심판,직면,명심"	"세월호,국정조사,실종자,의원들,단원고,현장조사,기관보고,국민들,방지책,새누리당,8명,새정치민주연합,9명,김현미,희생자,유병언,유불리,타협점,눈물,노림수"	"어제 국회 세월호 국정조사 특별위원회 소속 여야 의원들은 밥과 국을 따로따로 담아내는 따로국밥처럼 각기 별도로 움직였다. 새누리당 소속 심재철 특위 위원장과 조원진 간사 등 여당 특위 위원 9명은 인천을, 새정치민주연합 김현미 간사를 비롯한 야당 특위 위원 8명은 목포와 진도를 방문, 제각각 현장조사를 벌였다. 여야 의원들이 ‘따로 국조’를 벌인 이날도.."	http://www.seoul.co.kr/news/newsView.php?id=20140626031012	
01100201.20140624025457003	20140624	국민일보		[사설] 세월호 국회 국정조사 힘겨루기 꼴불견이다	정치>행정_자치	 정치>국회_정당	 사회>사회일반				박근혜	"제자리,진도"	"새정치연합,해수부,새정치민주연합,국가안전처,지도부,국정조사,국회,해양수산부,새누리당,희생자"	"꼴불견,세월호,국회,국정조사,힘겨루기,세월호,참사,발생,2개월,1주일,6,선거,월드컵,사건,사고들,그날,참상,국민들,뇌리,침몰,사고,진상규명,정도,검찰,수사,선원들,잘잘못,해양수산부,해경,포함,당국,책임,방기,무능,진상,사고,핵심,배후,유병언씨,체포,조사,사실상,스톱,상태,국회,국정조사,여야,6월,임시국회,세월,국회,명명,사고,진상,규명,재발방지,대책,마련,국민들,약속,성과물,아무것,국정조사특위,활동,시작,기관보고,일정,발목,제자리걸음,정파,이해관계,오로지,국리민복,생각,정치권,다짐,허언,虛言,여야,힘겨루기,국회,조사,의문,지방선거,양측,기관보고,신경전,새누리당,새정치민주연합,7월,입장,미니,총선,7,재보선,의식,당리당략,논란,여야,26일,내달,7일,기관보고,합의,가족들,세월호,희생자,가족,실종자,구조,차질,해수부,해경,보고,내달,2일,진도에서,요구,동조,야당,반대,여당,형국,여야,23일,국정조사특위,회의,실랑이,하루,종일,실종자,가족,무리,요구,측면,여야,협상력,근본적,회의,국민,두말,정확,진상규명,실효성,마련,재발방지,대책,진상규명,제대로,상태,대책,탁상공론,박근혜,대통령,정부조직개편안,국회,점검,새정치연합,해경,해체,국가안전처,신설,부정적,전문가들,사이,의견,만큼,신중,시점,중요,야당,국정조사,기관보고,재보선,도움,당략,사람,국회,운영,희생자,가족,요구,충분히,반영,중심,여당,마음,정치력,발휘,국정조사,무용,여야,지도부,자세"	"국정조사,세월호,기관보고,진상규명,힘겨루기,국정조사특위,재보선,재발방지,실종자,희생자,이해관계,1주일,국민들,가족들,전문가들,만큼,정치권,국리민복,선원들,제자리걸음,유병언씨,오로지,국가안전처,유병언,허언,박근혜,새누리당,성과물,2개월,지방선거"	"세월호 참사가 발생한 지 2개월하고도 1주일이 지났다. 6 4지방선거와 월드컵, 또 다른 사건 사고들에 묻혀 그날의 참상은 국민들의 뇌리에서 점점 잊혀져가고 있다. 그런데도 침몰 사고의 진상규명은 답답할 정도로 더디다. 검찰 수사는 선원들의 잘잘못만 가려냈을 뿐 해양수산부와 해경을 포함한 관계 당국의 책임 방기와 무능에 대해서는 진상을 밝혀내지 못하고 .."	http://news.kmib.co.kr/article/view.asp?arcid=0922716754&code=11171111	
01100501.20140623100000071	20140623	문화일보		<사설>GOP 총기 참극은 軍의 세월호 참사다	사회>사건_사고						"임,박근혜"	"고성군,강원도"	"국방부,국방장관"	"사설,GOP,총기,참극,세월호,참사다,일반소초,강원도,고성군,동부전선,최전방,일반,소초,GOP,총기,참극,관심병사,분류,병장,21일,수류탄,실탄,발사,동료,병사,사상,도주,23일,수색대,대치,동료,병사,5명,7명,중경상,정확,사고,경위,구체적,정황,세월호,참사,정도,근인,近因,원인,遠因,노정,관심병사,당국,관리,감독,가능성,병장,근무,원래,GOP,A급,관심,병사,GOP,투입,B급,완화,유가족,동생,고참,얘기,부대,개탄,인성검사,신뢰성,체계,관심,병사,관리,허점,세월호,참사,당국,사후,대응,문제점,초동,진압,검거,실패,병장,도주,2시간,진돗개,발령,주민,대피령,고지,주민들,불안,박근혜,대통령,2시간,보고,유가족들,밤중,전화,소속,이름,사망,통보,유가족들,전화,국방부,대표,문의,언론,인터뷰,증언,미흡,총체,대책,기강,의혹,부대,군기,軍紀,사고,업무,여건,상대적,정예,장교,병사,투입,특별,대책,정도,실효성,조치들,의심,사고,국무총리,인선,파행,책임자,최고,후보자,한민구,국방장관,인사청문회,일정,국정,공백,와중,지휘관,일선,정치권,대통령,책임,자유,사람,세월호,참사,국가,개조,필요성,군기,참사,계기,간접적,책임,안보,개조,계기,책임"	"관심병사,세월호,gop,유가족,유가족들,5명,최전방,강원도,국방장관,한민구,7명,국방부,대피령,주민들,문제점,상대적,인성검사,近因,수색대,수류탄,신뢰성,遠因,인사청문회"	"강원도 고성군 동부전선 최전방 일반소초(GOP)에서 또 총기 참극이 벌어졌다. ‘관심병사’로 분류된 병장이 21일 오후 수류탄을 터뜨리고 실탄을 발사해 동료 병사들을 사상케 한 뒤 도주, 23일 오전 수색대와 대치 중이다. 이로 인해 동료병사 5명이 숨지고, 7명이 중경상을 입었다. 정확한 사고 경위 등은 아직 구체적으로 밝혀지지 않았지만, 지금까지 드.."		
01100611.20160421021414648	20140620	서울신문		[사설] 국정조사 받아야 할 세월호 국정조사특위	정치>행정_자치	 정치>국회_정당					김병권		"새정치민주연합,대책위,국정조사,국회,안전행정부,해양경찰청,새누리당,희생자,새정연"	"국정조사,세월호,국정조사특위,세월호,참사,진상,규명,구성,국회,세월호,국정조사,특위,여야,행태,국정조사,자격,의심,희생자,가족,절규,정략,후안무치,우여곡절,여야,세월호,국정조사특위,구성,지난달,20일,특위,활동,진척,여야,원내대표,세월호,국정조사,합의,지난달,공전,국정조사,해양경찰청,안전행정부,참사,기관,참사,보고,일정,여야,이견,이만저만,가족들,세월호,피해자,가족,국회,이달,기관보고,중재안,장면,여야,23일,기관보고,새누리당,다음달,새정치민주연합,평행선,기관보고,사전조사,예비,조사단,구성,양측,충돌,와중,새정연,의원들,세월호,구조,오하마나호,현장조사,조사지,여론,의식,행보,과언,증인,선정,시작,기관보고,일정,예비,조사단,구성,여야,마찰,다음달,보궐선거,여야,부정,보선,기관보고,여당,보선,기관보고,야당,정략,세월호,국정조사,여야,차례,국정감사,일정,마찰,국회,구성,국회,지연,관료,마피아,척결,김영란법,세월호,입법,세월호,판국,대표,김병권,세월호,사고,가족대책위,애들,정치,이용,정치꾼,통탄,세월호,국정조사,여야,권리,국민,부여,의무,여야,국가,참사,당리,제물,작태,중단,겸허,자세,국정조사"	"세월호,기관보고,국정조사,다음달,가족대책위,애들,희생자,김병권,우여곡절,가족들,피해자,새정치민주연합,조사지,현장조사,오하마나호,새정연,부여,정치꾼,보궐선거,평행선,당리,의원들,김영란법,안전행정부,해양경찰청"	"세월호 참사의 진상을 규명하겠다고 구성된 국회 세월호 국정조사 특위의 여야 행태를 보노라면 대체 이들이 국정조사를 하겠다고 나설 자격이 있는지부터가 의심된다. 희생자 가족들의 애끓는 절규 앞에서 어쩌면 이렇게 정략을 셈할 수 있는 건지 그 후안무치에 절로 혀를 내두르게 된다.


우여곡절 끝에 여야가 세월호 국정조사특위를 구성한 지난달 29일 이후 20.."	http://www.seoul.co.kr/news/newsView.php?id=20140620031011	
02100101.20160128021714931	20140617	매일경제		"[사설] 세월호 두 달, 국회가 관련法 통과 속도 내야"	정치>행정_자치	 정치>국회_정당					"총리든,후보자,박근혜"		"국회,새누리당,상임위,국가안전처,박근혜정부"	"세월호,국회,속도,내야,세월호,참사,발생,박근혜,대통령,국가안전처,신설,정부조직,개편,관피아,척결,국가,대개조,약속,2기,내각,출범,진행,느낌,국회,정지,총리,장관,큰일,혼란,일차적,책임,박근혜정부,정부,책임감,국회,국회,국가,운영,주체,정부,지원,감시,독려,책무,국회,모습,정부,훼방,발목,본업,5월,6월,임시국회,소집,구성,상임위,구성,상태,여당,새누리당,당권,경쟁,정신,야당,총리,장관,후보자들,흠집,말꼬리,신상,여념,김영란법,여야,규제,대상,국회의원,포함,국회,모양,소나기,관피아식,처신,득세,국회,지방,선거,표심,세월호,참사,국정,공백,지속,경제,서민들,신음소리,총리,장관,후보자들,인사청문회,평가,나머지,국회,가동,정부조직법,공직자윤리법,피해,대규모,인명,기업주,재산,환수,손해배상,재원,활용,유병언법,처리,안전,국가,법적,마련,국회,번째,망각,희생,학생들,통곡"	"세월호,학생들,후보자들,대규모,김영란,김영란법,손해배상,국가안전처,새누리당,정부조직,유병언법,2기,박근혜,서민들,관피아식,관피아,국회의원,기업주,정부조직법,인사청문회,공직자윤리법,임시국회,신음소리,대개조,박근혜정부,책임감"	"세월호 참사가 발생한 지 63일째다. 박근혜 대통령이 직접 국가안전처 신설 등 정부조직 개편, 관피아 척결, 국가 대개조를 약속했지만 2기 내각은 아직 출범조차 못했다. 일이 착착 진행되고 있다는 느낌이 없다. 무엇보다 국회에만 가면 모든 일이 정지돼 버린다.총리든 장관이든 필요하면 과감하게 바꾸고 새롭게 일을 할 수 있어야 하는데 참 큰일이다.
이 모.."	http://news.mk.co.kr/news_forward.php?no=895136&year=2014	
01100611.20160421011917817	20140616	서울신문		[사설] 세월호 실종자 완전 구조에 정권 명운 걸라	사회>사회일반						"유병언,박근혜"		"단원고,민생치안,팽목항,세모그룹,시스템,국무총리,경찰서,국정조사,국회,임시반상회,희생자"	"세월호,실종자,완전,구조,걸라,정권,명운,세월호,참사,슬픔,분노,회한,자괴,부정,비리,연루,안전,불감증,민낯,기본,원칙,구난,허점,노출,순간들,단원고,학생들,300명,목숨,아비규환,인재,人災,영문,비탄,절규,팽목항,시침,4월,실종,상태,참사,진상,제대로,과거,거울,미래,스승,국가,사람,국민,사지,死地,책임감,의무,정부,마지막,사람,실종자,수습,비극,재발,참사,진상,실패,구난,경위,소홀,피해자들,절규,망각,대목,참사,교훈,정부,정치권,전근대적,정치,논리,박근혜,대통령,세월호,참사,도마,만기친람식,리더십,개선,구성,2기,내각,구성,답습,비판,정홍원,국무총리,내각,참사,무능,무소신,협치,協治,부재,반추,책임총리,내각,출현,시대적,요청,참사,원인,리더십,개조,우선,제언,중심,대통령,1인,친정체제,측근정치,반복,갈피,우왕좌왕,세월호,수습,교훈,정치권,실망,6,선거,여야,각자,이해,논리,세월호,참사,쟁점,지방선거,월드컵,경기,7월,국회의원,보선,일정,세월호,침몰사고,진상,규명,국정조사특위,일정,저울질,분야,애당초,안전관리,법안,국회,제대로,처리,책임,여야,자유,세월호,진상,규명,작업,당리당략,무책임,행태,비난,세월호,수사,실망,분노,유병언,세모그룹,회장,투입,연일,뒷북,전국,경찰서,특정,수배자,검거,조직,목적,수배자,검거,임시반상회,지명수배,전단,회장,신체,특징,기재,인해전술,민생치안,뒷전,시민,피해,상황,세월호,참사,원인,정권,지적,대로,대로,적폐,참사,수습,진상,규명,1차,책임,정권,최후,실종자,가족,만전,의혹,진상,세월호,희생자들,구조적,대형,참사,후대"	"세월호,실종자,수배자,제대로,정치권,2기,안전관리,국회의원,무책임,1인,1차,지명수배,학생들,단원고,아비규환,인해전술"	"세월호 참사가 오늘로 두 달이 지났다. 슬픔을 넘어 분노와 회한, 자괴의 시간이었다. 부정과 비리가 연루된 안전 불감증의 민낯이 여지없이 드러나고, 기본도 원칙도 없는 구난 시스템의 허점이 고스란히 노출된 순간들이었다. 단원고 학생들을 비롯해 300명에 가까운 목숨이 아비규환의 인재(人災) 속에 영문도 모른 채 스러졌다. 비탄과 절규 속에서도 팽목항의 .."	http://www.seoul.co.kr/news/newsView.php?id=20140616031002	
02100601.20160125201626801	20140615	한국경제		"[사설] 곳곳에 세월호, 서울 관악구 강남아파트의 경우"	경제>부동산			사고>산업사고>붕괴				"강남아파트,한국,서울,구로공단,관악구"	"조원동,서울시,강남아파트"	"세월호,강남아파트,서울,관악구,2개월,세월호,참사,2개월,생활안전,강화,서울,관악구,조원동,강남아파트,방치,실태,본지,6월,일자,A1,18면,사회,안전,관심,반문,목숨,담보,죽음,한탕주의,불가능,방치,인근,과거,구로공단,소형,아파트,준공,1974년,22년,1996년,판정,안전진단,D등급,재난,위험,시설물,지정,고도,붕괴,직전,균열,철근,침수,876가구,500가구,빈집,노숙인,청소년들,술판,콘크리트벽,머리,300여가구,재건축조합,관할,구청,구청,사유재산,소극적,재난,안전,관리,기본법,행정당국,재난위험,조치,아파트,정밀안전진단,행정명령,가능,E등급,주민들,안전,거조치,관악구,재정,취약,지방자치단체,당장,이주비,예산문제,고민,생명,문제다,서울시,상급기관,상의,대책,마련,안전점검,이행,소유주,강남아파트만,개발이익,간섭,관리,안전문제,비용,가격,전이,시장메,커니즘,가동,부동산,시장,침체일,지역,매력,상황,정반대,소유자,보권자,생각,거주자,전세,월세,관점,이해관계만,아파트,공유지,비극,장마철,폭우로,붕괴사고,행정당국,책임,한경,구독신청,기사구매,모바일앱,성공,습관,한국,경제신문"	"관악구,행정당국,재난위험,시설물,세월호,강남아파트,서울,안전진단,구로공단,불가능,2개월,거조치,한국,폭우로,장마철,모바일앱,소유자,보권자,정반대,침체일,예산문제,거주자,부동산,상급기관,문제다,이주비,서울시,기사구매,커니즘,안전점검,시장메,소유주,술판,붕괴사고,청소년들,구독신청,강남아파트만,이해관계만,지방자치단체"	"세월호 참사 2개월째다. 생활안전은 과연 강화되고 있는 것인가. 서울 관악구 
조원동의 ‘강남아파트’ 방치 실태(본지 6월14일자 A1, 18면)는 도
대체 우리 사회가 안전에 관심이라도 갖고 있는 것인지 반문하게 된다. 목숨을
 담보로 한 죽음의 한탕주의가 아니라면 불가능한 일이 방치되고 있다.

과거 구로공단 인근의 이 소형 아파트가 준공된 것은 1.."		
01100201.20140614022255001	20140614	국민일보		[사설] 세월호 이후에도 공직자윤리 바뀐 게 없다	사회>노동_복지	 정치>행정_자치	 사회>여성				"이영애,김기용"		"네트웍오앤에스,공직자윤리위,정부공직자윤리위원회,조달청,중소기업청,중소기업진흥공단,중진공,경찰청,공공운수노조,새누리당,산업통상자원부"	"세월호,공직자윤리,세월호,참사,계기,관료,업계,유착,비난여론,퇴직,공무원,낙하산,인사,정부공직자윤리위원회,김기용,경찰청장,SK텔레콤,자회사,네트웍오앤에스,경영고문,취업,심사,신청,승인,지난달,자리,경찰,업무,연관성,이동통신,업무,전문성,인사,조직운용,자문,조직,운용,공직자윤리위,심의,퇴직,2명,조달청,과장,2명,정부,납품,중개,대형,협동조합,고위,임원,재취업,허용,산업통상자원부,국장급,인사,포스코,취업,허용,논란,포스코,인사,영입,철회,일단락,유사,상황,반복,공직자윤리위,퇴직,공직자,취업,제한,10%,낙하산,인사,관피아,전유물,전직,국회의원,보좌관,비서관,출신,여피아,여의도정치인,마피아,활개,정부,새누리당,공천,국회,비례대표,의원,이영애씨,중소기업청,산하,중소기업진흥공단,상임,감사,임명,공공운수노조,중진공,지부,이영애,상임,감사,중소기업,중소기업,업무,경력,전무,중소기업,정책자금,청탁,의혹,출근저지,11일,공직자윤리위,비공개,원칙,위원,명단,심사,내역,공개,위원,4명,공무원,배제,방안,검토,여피아,재취업,정부,산하기관,국회윤리위,심사"	"중소기업,공직자윤리위,이영애,재취업,여피아,공직자,공무원,포스코,자회사,공공운수노조,세월호,김기용,중소기업진흥공단,중소기업청,2명,조달청,4명,산하기관,조직운용,국회의원,보좌관"	"세월호 참사를 계기로 관료와 업계의 유착에 대한 비난여론이 들끓고 있는데도 퇴직 공무원의 낙하산 인사는 그치지 않고 있다. 정부공직자윤리위원회는 김기용 전(前) 경찰청장이 SK텔레콤 자회사인 ‘네트웍오앤에스’의 경영고문으로 취업하겠다는 심사 신청을 지난달 30일 승인한 것으로 알려졌다. 이 자리가 경찰 업무와 연관성이 없다고는 하지만, 이동통신 업무에 .."	http://news.kmib.co.kr/article/view.asp?arcid=0922708311&code=11171111	
01100611.20160421005610099	20140613	서울신문		[사설] 세월호 참사 진상조사마저 정략 앞세우나	사회>사건_사고						김현미	대한민국	"국정조사,새정치연합,새누리당,검찰,새정치민주연합"	"진상조사,세월호,참사,진상,조사,정략,세월호,참사,피해자,가족,국회,여야,정략적,계산,성사,세월호,국정조사,발짝,여야,중재,장면,피해자들,세월호,참사,고통,정치권,피해자들,여야,타협,지경,여야,존재,세비,국가,비극,당리당략,저울질,국민,대표,개탄,가족들,세월호,피해자,가족,세월호,국정조사,여야,이견,단순,새누리당,주장,2일,12일,사전조사,기간,16일,기관,보고,진상,파악,새정치민주연합,기관보고,예비조사,선행,기관보고,14일,속내들,새누리당,7,보선,기관보고,선거,악영향,공산,주말,시작,기간,브라질,월드컵,기관보고,계산,새정치연합,계산,정반대,월드컵,7,보선,시점,기관보고,여권,비판여론,최고조,반사,효과,속셈,국회,국정조사특위,새정치연합,간사,김현미,의원,국민,관심,월드컵,상황,기관보고,얘기,세월호,국정조사,세월호,대한민국,출발점,검찰,범죄사실,문제점들,극복,국가,지혜,단추,국정조사,제대로,문제점,국회,입법,정부,정책,가능,정치적,계산,국정조사,소임,충실,강조,80일,국정조사,일정,열흘,허비,국회,가족들,세월호,피해자,가족,30일,기관보고,절충안,새정치연합,진심,세월호,참사,머리,마음,피해자,가족"	"세월호,기관보고,국정조사,새정치연합,피해자,새누리당,문제점,피해자들,범죄사실,브라질,가족들,최고조,출발점,비판여론,악영향,저울질,대한민국,속내들,사전조사,당리당략,김현미,문제점들"	세월호 참사 피해자 가족들이 어제 국회로 달려갔다. 여야의 이런저런 정략적 계산으로 말미암아 어렵게 성사된 세월호 국정조사가 한 발짝도 나아가지 못하자 보다 못해 여야를 중재하겠다고 나선 것이다. 대체 이 무슨 해괴하고 보기 딱한 장면인가. 세월호 참사 피해자들의 고통을 앞장서서 덜어줘야 할 정치권이건만 오히려 피해자들이 직접 나서서 여야를 달래고 타협..	http://www.seoul.co.kr/news/newsView.php?id=20140613031019	
01100201.20140612021055002	20140612	국민일보		[사설] 분노케 하는 세월호 선원들의 적반하장 작태	사회>사건_사고	 국제>국제일반	 사회>미디어	사고>교통사고>해상사고			"이준석,강원식,박기호"	전남	"광주지방법원,대부분"	"분노,세월호,선원들,적반하장,작태,꼬리뼈,부상,상황,가능,구호,조치,이행,구명장비,보유,초기,사고,관리,해경,승객,구호,판단,선장,이준석,구조,해경,구조정,승객,구조,1등,항해사,강원식,부상,조리사들,탈출,선원들,박기호,기관장,세월호,침몰,승객,자신들,탈출,15명,선박,승무원,법정,변명,56일,세월호,참사,광주지방법원,전남,재판,약속,변호인,책임,부당,혐의,부인,반성,일관,세월호,침몰,행동,동영상,각종,녹음,기록,방송,탈출,지시,선원들,세월호,침몰,사작,팬티,바람,구조선,선장,부상,복도,조리사,2명,기관사들,세월호,4월,세월,작태들,침몰,초기,구호,조치,304명,사망,실종자,재앙,사실,재판,핵심,쟁점,선장,4명,적용,부작위,살인죄,인정,여부,선장,선원들,헌법,법률,규정,방어권,보장,살인죄,변명,일관,태도,국민,분노,사실,직시,사실,용서,법원,판단,최선,방법,참사,책임,사람,동원,당국,총력전,도피,행각,유병언,부자,검거,심판대"	"세월호,선원들,살인죄,승무원,조리사,전남,1등,4명,기관장,유병언,총력전,방어권,구명장비,실종자,기관사들,2명,변호인,부작위,항해사,기관사,박기호,작태들,강원식,광주지방법원,구조선,사작"	“꼬리뼈에 부상을 입은 상황에서도 가능한 구호 조치를 이행했다. 구명장비를 보유하고 초기부터 사고를 관리한 해경에 의해 승객 구호가 이뤄져야 한다고 판단했다.”(선장 이준석) “구조되고 나서도 해경 구조정에 남아 승객 구조를 도왔다.”(1등항해사 강원식) “부상을 입은 조리사들을 버리고 탈출한 것이 아니라 다른 선원들이 데리고 올 줄 알았다.”(기관장 ..	http://news.kmib.co.kr/article/view.asp?arcid=0922705978&code=11171111	
